Year_Birth,Education,Divorced,YOLO,Widow,Single,Married,Absurd,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response
3.06,3,0,0,0,1,0,0,0.45,0.0,1,2.5,3.94,1.74,0.5,1.06,0.75,1.54,0.55,0.67,1.11,0.54,2.31,5,0,0,0,0,0,0,3,11,0
4.08,3,0,0,0,0,1,0,0.17,2.5,1,5.0,2.32,0.02,0.08,0.03,0.12,0.04,0.08,0.67,0.37,0.0,1.15,7,0,0,0,0,0,0,3,11,0
3.93,3,0,0,0,0,1,0,0.33,2.5,1,2.5,3.59,0.29,0.13,0.21,0.14,0.23,0.4,1.67,0.74,0.18,1.54,7,0,0,0,0,0,0,3,11,0
4.03,5,0,0,0,0,1,0,0.42,0.0,1,0.0,0.3,1.55,1.53,0.53,0.19,1.01,1.48,1.33,1.3,0.89,3.46,6,1,0,0,0,0,0,3,11,1
4.17,3,0,0,0,0,1,0,0.13,2.5,0,2.5,4.14,0.01,0.05,0.0,0.06,0.02,0.03,0.33,0.19,0.0,0.77,8,0,0,0,0,0,1,3,11,0
4.37,5,0,0,0,0,1,0,0.69,0.0,0,2.5,3.59,3.28,1.11,2.71,0.56,0.48,0.3,0.33,1.3,0.89,4.62,3,0,1,1,1,0,0,3,11,1
4.76,3,0,0,0,1,0,0,0.68,0.0,0,2.5,1.62,2.36,3.24,2.47,2.32,1.41,1.53,0.33,0.93,1.07,2.69,2,0,1,1,1,0,0,3,11,1
3.35,5,0,0,1,0,0,0,0.62,0.0,0,5.0,1.41,2.88,0.78,1.62,1.2,1.81,1.09,0.0,1.11,0.89,5.0,2,0,0,1,0,0,0,3,11,0
4.32,5,0,0,0,1,0,0,0.29,2.5,0,5.0,1.01,0.58,0.08,0.33,0.31,0.0,0.25,1.67,1.11,0.18,1.92,8,0,0,0,0,0,0,3,11,1
4.17,4,0,0,0,1,0,0,0.12,2.5,0,5.0,0.51,0.02,0.18,0.09,0.29,0.08,0.1,1.0,0.37,0.18,1.15,6,0,0,0,0,0,0,3,11,1
3.01,3,0,0,0,0,1,0,0.32,2.5,1,0.0,0.35,0.65,0.05,0.16,0.0,0.0,0.0,1.67,0.74,0.18,2.31,8,0,0,0,0,0,0,3,11,1
3.5,1,0,0,0,1,0,0,0.18,0.0,1,2.5,3.38,0.03,0.18,0.04,0.06,0.04,0.28,0.33,0.19,0.18,0.77,6,0,0,0,0,0,0,3,11,0
3.3,4,0,0,0,0,1,0,0.56,2.5,1,2.5,2.42,1.69,1.81,0.78,0.69,0.51,0.75,1.33,1.67,0.36,4.62,5,0,0,0,0,0,0,3,11,0
2.82,3,0,0,0,0,1,0,0.53,0.0,1,2.5,3.08,1.78,0.25,0.63,3.82,3.31,2.69,0.67,1.3,1.07,5.0,4,0,0,0,0,0,0,3,11,0
3.45,5,0,0,0,0,1,0,0.35,2.5,1,5.0,1.82,0.16,0.0,0.04,0.0,0.0,0.08,0.67,0.37,0.0,1.15,6,0,0,0,0,0,0,3,11,0
3.2,3,0,0,0,0,1,0,0.14,0.0,0,0.0,3.89,0.02,0.03,0.02,0.44,0.08,0.26,0.33,0.19,0.18,0.77,8,0,0,0,0,0,0,3,11,0
3.01,3,1,0,0,0,0,0,0.28,2.5,1,2.5,4.55,0.06,0.05,0.03,0.0,0.0,0.35,0.33,0.19,0.18,0.77,7,1,0,0,0,0,0,3,11,0
3.54,3,0,0,0,0,1,0,0.62,0.0,0,5.0,1.77,1.61,3.69,1.48,2.01,2.03,1.48,0.33,0.56,0.89,4.62,1,0,0,1,0,0,0,3,11,0
3.16,2,0,0,0,1,0,0,0.57,0.0,1,2.5,1.92,0.68,2.44,0.28,0.41,2.24,0.36,0.33,0.93,0.36,3.85,4,0,0,0,0,0,0,3,11,0
2.96,3,1,0,0,0,0,0,0.53,0.0,1,2.5,2.32,3.59,0.0,0.72,2.95,0.27,0.19,1.33,1.3,1.79,1.92,5,0,0,0,0,0,0,3,11,0
3.59,3,0,0,0,1,0,0,0.59,2.5,1,5.0,1.67,0.82,0.4,0.65,0.41,0.82,0.22,0.67,1.48,0.18,3.08,6,0,0,0,0,0,0,3,11,0
3.4,3,0,0,0,0,1,0,0.58,0.0,0,2.5,3.54,1.88,0.53,1.28,0.56,0.84,0.4,0.33,0.74,0.89,5.0,1,0,0,1,0,0,0,3,11,0
3.2,3,0,0,0,0,1,0,0.41,0.0,1,5.0,2.58,0.58,0.33,0.38,0.62,0.06,0.08,1.33,1.11,0.18,2.31,7,0,0,0,1,0,0,3,11,0
3.79,5,0,0,0,0,1,0,0.32,2.5,0,2.5,0.91,0.07,0.03,0.03,0.0,0.1,0.04,0.33,0.19,0.0,1.15,8,0,0,0,0,0,0,3,11,0
3.45,3,0,0,0,0,1,0,0.42,0.0,1,5.0,4.9,0.46,0.03,0.03,0.0,0.06,0.44,0.67,0.74,0.18,1.15,6,0,1,0,0,0,0,3,11,0
4.37,3,0,0,0,0,1,0,0.28,2.5,0,2.5,1.62,0.92,0.0,0.25,0.19,0.44,0.91,1.67,1.11,0.54,1.92,8,0,0,0,0,0,0,3,11,0
2.52,5,0,0,0,1,0,0,0.34,0.0,0,5.0,0.45,0.19,0.48,0.08,0.04,0.27,0.35,0.33,0.56,0.18,1.15,8,0,0,0,0,0,0,3,11,1
2.62,3,0,0,0,0,1,0,0.53,0.0,0,2.5,0.3,1.01,0.58,2.18,1.58,0.49,2.64,0.33,1.11,0.89,5.0,4,0,0,0,0,0,0,3,11,1
3.69,5,1,0,0,0,0,0,0.44,0.0,1,2.5,4.04,2.37,0.18,0.18,0.0,0.0,0.21,0.67,2.04,0.54,2.69,8,0,0,0,0,0,0,3,11,0
2.86,3,0,0,0,0,1,0,0.61,0.0,0,0.0,3.74,1.09,3.32,2.01,0.52,2.24,1.22,0.33,0.74,1.96,2.69,2,0,0,0,0,0,0,3,11,0
2.62,1,0,0,0,0,1,0,0.21,0.0,0,0.0,2.47,0.0,0.13,0.01,0.14,0.08,0.11,0.33,0.19,0.0,0.77,7,0,0,0,0,0,0,3,11,0
2.57,4,0,0,0,0,1,0,0.5,0.0,0,2.5,1.06,2.08,0.65,0.57,0.66,0.32,1.95,0.33,1.11,0.71,5.0,2,0,0,0,0,0,0,3,11,0
3.69,3,1,0,0,0,0,0,0.52,0.0,1,2.5,4.8,1.04,0.53,0.6,1.97,1.75,2.06,1.0,1.3,0.54,3.85,5,0,0,0,0,0,0,3,11,0
2.72,5,0,0,0,0,1,0,0.6,0.0,0,2.5,2.83,5.0,2.16,1.32,2.16,0.82,0.59,0.67,0.74,0.71,1.92,2,0,1,1,1,0,0,3,11,0
3.3,5,0,0,0,0,1,0,0.48,0.0,1,0.0,2.42,3.07,0.53,0.34,0.25,0.19,0.29,1.0,1.48,0.54,1.92,6,0,1,0,0,0,0,3,11,1
3.93,3,0,0,0,0,1,0,0.34,0.0,1,0.0,1.31,0.33,0.0,0.31,0.95,0.19,1.46,1.67,0.93,0.18,1.92,6,0,0,0,0,0,0,3,11,0
4.22,2,0,0,0,1,0,0,0.24,2.5,0,5.0,0.15,0.01,0.1,0.02,0.29,0.15,0.15,0.33,0.19,0.0,1.15,7,0,0,0,0,0,0,3,11,0
2.72,5,0,0,1,0,0,0,0.39,0.0,1,2.5,1.97,1.27,0.0,0.14,0.12,0.0,0.47,1.33,1.3,0.18,2.69,8,0,1,0,0,0,0,3,11,1
3.79,3,0,0,1,0,0,0,0.23,2.5,1,0.0,1.67,0.05,0.0,0.03,0.14,0.06,0.1,1.0,0.37,0.0,1.15,7,0,0,0,0,0,0,3,11,0
4.17,1,0,0,0,1,0,0,0.12,2.5,1,2.5,2.12,0.01,0.23,0.01,0.14,0.15,0.1,1.33,0.19,0.18,1.54,3,0,0,0,0,0,0,3,11,0
3.64,3,0,0,0,0,1,0,0.31,2.5,1,2.5,4.04,0.08,0.05,0.07,0.0,0.15,0.33,1.0,0.37,0.18,1.15,6,0,0,0,0,0,0,3,11,0
3.79,4,0,0,0,1,0,0,0.3,2.5,0,2.5,0.45,0.27,0.03,0.17,0.08,0.11,0.22,0.67,0.93,0.18,0.77,9,0,0,0,0,0,0,3,11,1
3.01,5,0,0,0,0,1,0,0.29,2.5,1,5.0,2.63,0.1,0.0,0.02,0.04,0.02,0.07,0.67,0.19,0.0,1.54,4,0,0,0,0,0,0,3,11,0
3.83,3,0,0,0,0,1,0,0.58,2.5,0,2.5,3.94,0.46,3.02,0.59,0.31,2.4,0.83,1.0,1.3,0.71,2.69,5,0,0,0,0,0,0,3,11,0
3.45,2,0,0,0,0,1,0,0.47,0.0,1,2.5,3.43,0.56,1.88,0.28,2.3,2.03,0.81,1.0,1.3,0.36,3.08,4,0,0,0,0,0,0,3,11,0
4.17,2,1,0,0,0,0,0,0.1,2.5,0,2.5,2.27,0.04,0.08,0.02,0.15,0.0,0.23,0.67,0.37,0.0,1.15,7,0,0,0,0,0,0,3,11,0
3.98,3,0,0,0,0,1,0,0.45,0.0,1,2.5,2.37,0.6,0.08,0.25,1.37,1.25,0.8,0.67,0.56,0.54,3.08,2,0,0,0,0,0,0,3,11,0
4.08,3,0,0,0,0,1,0,0.54,0.0,1,2.5,1.72,2.37,0.5,0.5,1.25,1.14,0.69,0.33,1.67,1.25,3.46,5,0,0,0,0,0,0,3,11,0
4.51,2,0,0,0,0,1,0,0.16,2.5,0,2.5,4.09,0.02,0.03,0.02,0.33,0.27,0.15,0.67,0.37,0.18,1.15,6,0,0,0,0,0,0,3,11,0
3.06,3,0,0,0,0,1,0,0.5,0.0,1,2.5,3.64,1.56,1.78,0.72,1.8,0.67,0.86,1.0,1.67,0.36,4.62,6,0,0,0,0,0,0,3,11,0
4.22,5,0,0,0,1,0,0,0.28,2.5,0,5.0,1.16,0.05,0.03,0.01,0.0,0.0,0.01,0.33,0.19,0.0,1.15,5,0,0,0,0,0,0,3,11,0
4.32,3,0,0,0,0,1,0,0.54,0.0,0,2.5,1.46,1.2,2.71,1.2,2.72,1.84,0.44,0.33,0.37,1.43,2.31,1,0,0,0,0,0,0,3,11,0
3.3,1,0,0,0,0,1,0,0.21,0.0,0,5.0,4.04,0.0,0.23,0.02,0.04,0.27,0.14,0.33,0.37,0.0,1.15,6,0,0,0,0,0,0,3,11,0
3.98,4,0,0,0,0,1,0,0.36,0.0,1,2.5,1.52,0.41,0.03,0.08,0.04,0.0,0.99,0.67,0.56,0.36,1.15,7,1,0,0,0,0,0,3,11,0
3.93,5,1,0,0,0,0,0,0.19,2.5,0,0.0,0.76,0.13,0.08,0.09,0.19,0.13,0.15,1.0,0.56,0.0,1.15,9,0,0,0,0,0,0,3,11,1
2.57,5,0,0,0,0,1,0,0.38,0.0,0,2.5,4.34,0.34,0.23,0.18,0.04,0.17,0.33,0.33,0.74,0.18,1.54,6,0,0,0,0,0,0,3,11,0
4.47,3,0,0,0,1,0,0,0.53,0.0,0,0.0,3.43,1.16,1.11,1.55,0.33,0.0,0.36,0.33,0.56,0.89,4.62,2,0,0,0,0,0,0,3,11,0
2.86,5,0,0,0,0,1,0,0.64,0.0,0,2.5,2.73,1.26,1.33,1.34,3.24,1.01,0.73,0.33,0.37,1.25,2.69,0,0,0,0,0,0,0,3,11,0
3.59,3,0,0,0,0,1,0,0.32,0.0,1,5.0,2.22,0.07,0.0,0.01,0.0,0.0,0.0,0.33,0.19,0.0,1.15,6,0,0,0,0,0,0,3,11,0
3.01,3,0,0,0,0,1,0,0.32,2.5,1,0.0,0.35,0.65,0.05,0.16,0.0,0.0,0.0,1.67,0.74,0.18,2.31,8,0,0,0,0,0,0,3,11,1
4.47,3,0,0,0,1,0,0,0.22,2.5,0,0.0,4.39,0.21,0.1,0.2,0.14,0.1,0.23,1.33,0.56,0.18,1.54,8,0,0,0,0,0,0,3,11,0
4.08,5,0,0,0,0,1,0,0.22,0.0,0,0.0,2.98,0.69,0.0,0.13,0.06,0.04,0.17,0.67,0.93,0.18,1.92,8,0,0,0,0,0,0,3,11,0
3.88,5,0,0,0,0,1,0,0.3,2.5,0,2.5,0.81,0.24,0.0,0.05,0.0,0.0,0.18,0.33,0.56,0.18,0.77,7,0,0,0,0,0,0,3,11,0
4.42,2,0,0,0,0,1,0,0.49,0.0,0,2.5,0.05,0.24,0.55,0.32,2.66,1.69,0.4,0.33,0.37,0.54,5.0,1,0,0,0,0,0,0,3,11,0
4.17,1,0,0,0,1,0,0,0.15,2.5,0,0.0,3.23,0.0,0.1,0.02,0.21,0.19,0.21,0.67,0.37,0.0,1.15,6,0,0,0,0,0,0,3,11,0
4.03,5,0,0,0,1,0,0,0.32,2.5,1,5.0,3.64,0.31,0.03,0.06,0.0,0.08,0.35,1.0,0.37,0.18,1.54,5,0,0,0,0,0,0,3,11,0
3.64,3,0,0,0,0,1,0,0.48,0.0,0,0.0,4.95,3.08,3.47,0.49,0.69,0.87,0.41,0.33,1.67,0.71,3.85,6,0,0,0,0,0,0,3,11,0
3.2,3,0,0,0,0,1,0,0.53,0.0,1,2.5,4.6,2.19,0.43,0.49,0.66,0.49,0.23,0.67,2.04,0.36,3.85,7,0,0,0,0,0,0,3,11,0
3.79,3,0,0,0,0,1,0,0.26,2.5,1,2.5,0.4,0.67,0.83,0.17,0.15,0.06,0.21,1.67,0.93,0.36,1.92,8,0,0,0,0,0,0,3,11,1
3.59,3,0,0,0,1,0,0,0.35,2.5,1,0.0,1.01,0.51,0.1,0.16,0.0,0.17,0.43,1.33,0.93,0.18,1.54,8,0,0,0,0,0,0,3,11,0
3.88,3,0,0,0,0,1,0,0.37,0.0,1,0.0,0.3,1.26,0.0,0.11,0.21,0.15,0.95,1.67,1.11,0.54,2.31,6,0,0,0,0,0,0,3,11,0
4.37,3,0,0,0,0,1,0,0.27,2.5,0,2.5,2.73,0.15,0.0,0.09,0.23,0.02,0.41,0.33,0.37,0.0,1.54,6,0,0,0,0,0,0,3,11,0
4.17,2,0,0,0,0,1,0,0.46,2.5,1,0.0,3.64,2.01,0.53,0.37,4.31,2.85,1.77,4.33,0.37,0.36,4.62,8,0,0,0,0,0,0,3,11,0
4.17,3,0,0,0,0,1,0,0.58,0.0,1,2.5,2.32,1.42,2.89,0.85,0.44,0.67,1.09,0.33,1.11,1.07,4.23,3,0,0,0,0,0,0,3,11,0
2.77,3,0,0,0,0,1,0,0.26,2.5,1,2.5,0.56,0.06,0.15,0.04,0.23,0.15,0.23,1.0,0.37,0.18,1.15,5,0,0,0,0,0,0,3,11,0
3.4,5,0,0,0,1,0,0,0.37,2.5,1,5.0,1.06,0.17,0.0,0.03,0.0,0.0,0.01,0.67,0.19,0.0,1.54,4,0,0,0,0,0,0,3,11,0
3.35,2,0,0,0,0,1,0,0.62,0.0,0,2.5,4.49,2.46,0.55,1.01,2.92,0.48,1.38,0.33,0.56,1.61,5.0,1,0,0,1,0,0,0,3,11,0
4.03,3,0,0,0,1,0,0,0.28,2.5,0,5.0,4.14,0.11,0.15,0.06,0.21,0.08,0.11,0.33,0.37,0.18,1.15,6,0,0,0,0,0,0,3,11,0
2.86,3,0,0,0,0,1,0,0.26,2.5,1,2.5,3.48,0.45,0.03,0.12,0.19,0.02,0.93,1.67,0.56,0.54,1.15,6,1,0,0,0,0,0,3,11,0
3.25,4,0,0,0,0,1,0,0.21,2.5,1,2.5,2.78,0.04,0.0,0.03,0.0,0.04,0.28,0.33,0.19,0.18,0.77,6,0,0,0,0,0,0,3,11,0
3.01,3,0,0,0,1,0,0,0.47,0.0,1,2.5,0.66,0.55,1.21,0.26,0.0,0.86,0.72,0.33,0.56,0.36,3.08,3,0,0,0,0,0,0,3,11,0
4.08,4,0,0,0,1,0,0,0.27,2.5,0,5.0,4.04,0.1,0.08,0.09,0.06,0.04,0.12,0.67,0.56,0.0,1.15,6,0,0,0,0,0,0,3,11,0
3.45,3,0,0,0,0,1,0,0.48,0.0,2,5.0,4.9,2.46,0.65,0.2,0.21,0.84,0.23,0.67,1.11,0.54,1.54,4,0,0,0,1,0,0,3,11,0
4.27,2,0,0,0,0,1,0,0.57,2.5,0,5.0,1.36,1.14,0.53,0.39,4.98,0.27,0.77,0.33,1.3,0.89,3.08,4,0,0,0,0,0,0,3,11,0
4.03,3,0,0,0,0,1,0,0.59,0.0,1,5.0,5.0,1.52,0.95,0.81,3.63,0.72,2.53,0.67,1.3,1.25,3.85,3,0,0,0,0,0,0,3,11,0
3.93,3,0,0,0,0,1,0,0.57,0.0,1,0.0,4.39,3.59,0.0,1.82,2.8,0.7,0.51,0.33,1.85,0.89,5.0,6,0,0,1,0,0,0,3,11,0
2.82,4,0,0,0,0,1,0,0.45,2.5,1,2.5,4.29,0.45,0.0,0.03,0.0,0.08,0.5,0.67,0.56,0.18,1.54,5,0,0,0,0,0,0,3,11,0
3.54,3,0,0,0,1,0,0,0.28,2.5,1,2.5,1.52,0.77,0.18,0.4,0.08,0.29,0.54,3.0,0.93,0.18,3.08,7,0,0,0,0,0,0,3,11,1
2.82,3,0,0,0,0,1,0,0.34,2.5,1,5.0,4.14,0.06,0.0,0.01,0.0,0.0,0.15,0.67,0.19,0.18,0.77,7,1,0,0,0,0,0,3,11,0
3.16,3,0,0,0,0,1,0,0.4,0.0,1,2.5,1.06,2.08,0.4,0.48,0.0,0.46,1.13,1.67,0.93,0.89,4.62,5,0,0,0,0,0,0,3,11,0
3.54,5,0,0,0,1,0,0,0.05,0.0,2,2.5,4.65,0.27,0.1,0.1,0.1,0.04,4.02,0.0,4.26,0.18,0.38,0,0,0,0,0,0,0,3,11,0
3.45,3,0,0,0,1,0,0,0.14,2.5,1,2.5,4.8,0.04,0.1,0.01,0.19,0.11,0.14,1.33,0.37,0.0,1.54,5,0,0,0,0,0,0,3,11,0
3.06,3,0,0,0,0,1,0,0.68,0.0,0,5.0,0.1,0.98,1.28,2.84,4.32,0.44,0.23,0.33,0.74,1.07,2.31,1,0,0,0,0,0,0,3,11,1
3.93,5,0,0,0,1,0,0,0.47,0.0,0,0.0,3.74,3.23,0.85,1.7,1.72,1.63,0.51,0.33,0.56,0.89,3.08,3,1,0,0,0,0,0,3,11,0
3.54,3,0,0,0,0,1,0,0.28,2.5,1,0.0,2.47,0.09,0.05,0.03,0.0,0.0,0.01,0.67,0.19,0.0,1.15,8,0,0,0,0,0,0,3,11,0
3.4,5,0,0,0,1,0,0,0.35,0.0,1,0.0,3.59,2.6,0.75,0.47,0.0,0.97,1.69,2.0,0.74,0.71,2.69,9,0,0,0,0,0,0,3,11,0
3.69,4,0,0,0,0,1,0,0.6,0.0,0,5.0,3.64,1.92,0.2,0.67,0.44,1.18,0.23,0.33,0.74,0.54,2.31,1,0,0,0,1,0,0,3,11,0
4.81,3,0,0,0,0,1,0,0.47,0.0,0,2.5,3.43,1.47,4.25,1.64,1.76,3.21,0.97,0.33,0.37,0.54,2.31,7,0,0,0,1,0,0,3,11,0
2.96,3,1,0,0,0,0,0,0.54,0.0,1,2.5,0.2,1.78,1.73,0.87,2.9,2.62,2.07,1.0,0.93,0.71,3.08,2,0,0,0,0,0,0,3,11,0
4.37,5,0,0,0,0,1,0,0.16,2.5,0,2.5,4.04,0.06,0.0,0.03,0.0,0.0,0.01,0.33,0.19,0.0,1.15,9,0,0,0,0,0,0,3,11,0
4.32,2,0,0,0,0,1,0,0.44,0.0,1,2.5,0.76,1.35,0.88,0.31,1.95,1.46,0.58,0.67,1.67,0.36,3.46,5,0,1,0,0,0,0,3,11,0
2.82,3,0,0,0,1,0,0,0.54,0.0,0,2.5,3.54,1.68,0.68,1.21,1.74,2.64,2.11,0.33,0.93,1.25,3.46,7,0,0,0,0,0,0,3,11,1
3.06,3,0,0,0,0,1,0,0.38,0.0,2,2.5,4.6,1.24,0.23,0.25,0.23,0.27,0.47,1.0,1.11,0.36,3.08,5,0,0,0,0,0,0,3,11,0
3.3,5,0,0,0,0,1,0,0.24,2.5,1,5.0,0.51,0.02,0.0,0.01,0.0,0.0,0.01,0.33,0.19,0.0,0.77,7,0,0,0,0,0,0,3,11,0
3.35,3,0,0,0,0,1,0,0.47,0.0,1,5.0,5.0,1.21,0.43,1.15,1.54,0.67,0.84,1.0,0.93,0.54,1.92,4,0,0,0,1,0,0,3,11,0
3.79,4,1,0,0,0,0,0,0.33,2.5,1,2.5,1.26,0.19,0.0,0.03,0.0,0.0,0.04,0.67,0.37,0.0,1.15,7,0,0,0,0,0,0,3,11,0
3.79,4,0,0,0,1,0,0,0.25,2.5,1,2.5,1.72,0.26,0.03,0.09,0.08,0.08,0.17,1.0,0.37,0.18,1.54,6,0,0,0,0,0,0,3,11,0
3.64,3,0,0,0,0,1,0,0.48,0.0,1,2.5,2.88,1.3,2.11,0.41,1.41,0.67,2.24,1.0,0.74,0.71,4.62,2,0,0,0,0,0,0,3,11,0
4.13,2,0,0,0,0,1,0,0.39,0.0,0,0.0,4.24,1.23,0.43,0.7,2.01,3.57,3.2,0.67,1.67,0.89,3.46,7,0,0,0,0,0,0,3,11,0
3.69,3,0,0,0,0,1,0,0.19,2.5,0,2.5,2.58,0.05,0.0,0.03,0.0,0.04,0.12,0.33,0.19,0.18,0.77,8,0,0,0,0,0,0,3,11,0
3.5,5,0,0,1,0,0,0,0.41,0.0,1,2.5,4.9,0.89,0.15,0.16,0.15,0.06,0.69,0.67,0.93,0.36,2.31,5,0,0,0,0,0,0,3,11,0
4.51,3,0,0,0,0,1,0,0.59,0.0,0,2.5,0.66,1.0,0.68,2.02,4.17,0.46,2.29,0.33,0.74,1.07,1.92,2,0,0,0,0,0,0,3,11,1
3.16,4,0,0,0,0,1,0,0.61,0.0,0,2.5,4.65,2.26,2.31,2.13,0.75,0.0,1.27,0.33,0.56,1.96,3.46,1,0,0,0,0,0,0,3,11,0
3.98,4,0,0,0,0,1,0,0.17,2.5,0,2.5,1.52,0.05,0.35,0.1,0.71,0.42,0.66,1.0,0.74,0.18,0.77,9,0,0,0,0,0,0,3,11,1
4.56,3,0,0,0,1,0,0,0.22,2.5,0,2.5,1.52,0.12,0.1,0.07,0.31,0.17,0.12,0.67,0.74,0.0,1.15,9,0,0,0,0,0,0,3,11,0
3.2,3,0,0,0,0,1,0,0.34,0.0,1,2.5,0.56,0.53,0.0,0.06,0.04,0.02,0.43,1.0,0.74,0.18,1.54,7,0,0,0,0,0,0,3,11,0
3.35,5,0,0,0,0,1,0,0.41,0.0,1,2.5,3.64,2.3,0.43,0.41,0.44,0.49,0.48,2.67,1.11,0.71,5.0,6,0,0,0,0,0,0,3,11,0
3.93,3,0,0,0,0,1,0,0.36,2.5,0,5.0,1.97,0.32,0.08,0.19,0.23,0.13,0.47,1.0,0.74,0.18,1.54,7,0,0,0,0,0,0,3,11,0
4.08,3,0,0,0,0,1,0,0.41,2.5,1,2.5,0.0,0.21,0.15,0.17,0.25,0.25,0.3,1.33,0.37,0.18,1.92,4,0,0,0,0,0,0,3,11,1
4.13,3,0,0,0,0,1,0,0.31,2.5,1,0.0,0.76,0.19,0.13,0.07,0.08,0.0,0.04,1.0,0.37,0.18,1.15,5,0,0,0,0,0,0,3,11,0
3.74,5,0,0,0,0,1,0,0.6,0.0,0,2.5,0.61,0.7,0.48,1.32,3.09,2.7,0.91,0.33,0.37,1.61,5.0,1,0,0,0,0,0,0,3,11,0
3.11,3,0,0,0,0,1,0,0.36,0.0,1,2.5,2.83,0.66,0.05,0.12,0.0,0.23,0.28,1.0,0.74,0.18,2.31,6,0,1,0,0,0,0,3,11,0
3.01,2,0,0,0,0,1,0,0.47,0.0,1,0.0,1.97,1.05,0.38,0.14,0.39,0.0,2.65,0.67,1.3,0.71,1.15,6,0,0,0,0,0,0,3,11,0
2.96,5,1,0,0,0,0,0,0.43,0.0,1,0.0,2.78,3.15,0.35,1.15,1.47,1.1,2.43,3.67,1.48,0.89,3.46,6,0,0,0,0,0,0,3,11,1
4.32,5,0,0,0,0,1,0,0.24,2.5,0,2.5,3.03,0.29,0.1,0.16,0.04,0.08,0.1,1.0,0.74,0.0,1.54,9,0,0,0,0,0,0,3,11,0
2.91,4,0,0,1,0,0,0,0.64,0.0,0,2.5,3.69,0.56,1.21,1.74,1.22,1.37,0.99,0.33,0.56,1.79,1.54,2,0,1,1,1,0,0,3,11,1
3.64,4,1,0,0,0,0,0,0.2,2.5,0,5.0,4.55,0.03,0.08,0.06,0.0,0.04,0.04,0.67,0.37,0.0,1.15,6,0,0,0,0,0,0,3,11,0
3.11,4,0,0,0,0,1,0,0.51,0.0,0,2.5,4.34,1.3,1.66,1.18,0.71,1.08,1.17,0.33,0.74,0.71,2.31,2,0,0,0,0,0,0,3,11,0
3.5,4,0,0,0,0,1,0,0.49,2.5,1,2.5,1.87,0.8,0.18,0.34,0.08,0.29,0.15,1.67,1.11,0.36,2.31,7,0,0,0,0,0,0,3,11,0
3.98,5,0,0,0,0,1,0,0.65,0.0,0,0.0,0.35,0.6,0.53,0.79,0.0,0.4,0.87,0.33,1.11,1.79,2.31,5,1,0,1,1,0,0,3,11,1
3.4,5,0,0,0,0,1,0,0.03,2.5,1,5.0,1.46,0.02,0.0,0.0,0.02,0.02,0.01,5.0,0.0,0.0,0.0,19,0,0,0,0,0,0,3,11,0
4.71,3,0,0,0,0,1,0,0.23,0.0,0,2.5,0.96,0.01,0.15,0.08,0.25,0.08,0.22,0.33,0.37,0.0,1.15,7,0,0,0,0,0,0,3,11,0
3.54,5,0,0,0,0,1,0,0.43,0.0,1,5.0,0.71,1.28,0.0,0.15,0.12,0.08,0.55,1.0,1.48,0.18,2.31,6,0,0,0,0,0,0,3,11,0
4.61,3,0,0,0,1,0,0,0.19,2.5,0,5.0,3.64,0.01,0.2,0.02,0.12,0.02,0.12,0.67,0.19,0.0,1.15,8,0,0,0,0,0,0,3,11,0
4.95,2,0,0,0,1,0,0,0.62,0.0,0,0.0,2.83,1.8,0.68,1.71,0.73,2.03,0.93,0.33,0.93,1.79,4.62,6,1,0,1,0,0,1,3,11,1
3.98,3,0,0,0,0,1,0,0.17,2.5,0,2.5,4.29,0.01,0.03,0.01,0.06,0.02,0.03,0.33,0.19,0.0,0.77,8,0,0,0,0,0,0,3,11,0
4.13,5,0,0,0,0,1,0,0.54,0.0,0,0.0,3.13,1.08,1.33,2.61,0.66,0.76,0.73,0.33,0.74,1.07,3.85,2,0,0,0,0,0,0,3,11,0
3.3,3,0,0,0,0,1,0,0.48,0.0,0,2.5,0.05,1.81,4.25,2.37,0.39,0.0,0.41,0.33,0.74,0.89,1.54,3,0,0,0,0,0,0,3,11,1
4.42,5,0,0,0,1,0,0,0.62,0.0,0,2.5,1.41,2.38,1.26,1.22,1.25,0.72,0.52,0.33,1.48,0.71,2.69,4,0,0,0,0,0,0,3,11,1
3.79,4,1,0,0,0,0,0,0.56,0.0,1,2.5,3.54,3.75,0.0,0.21,0.0,0.23,0.17,1.33,1.85,1.43,3.85,6,0,1,0,1,0,0,3,11,0
2.82,4,0,0,0,1,0,0,0.44,5.0,1,0.0,4.24,0.23,0.03,0.04,0.06,0.1,0.18,0.33,0.37,0.0,1.54,6,0,0,0,0,0,0,3,11,0
4.03,4,0,0,0,0,1,0,0.16,0.0,0,2.5,4.49,0.12,0.1,0.05,0.12,0.04,0.25,0.33,0.37,0.0,1.54,7,0,0,0,0,0,0,3,11,0
3.83,5,0,0,0,0,1,0,0.53,0.0,0,2.5,3.69,2.37,1.11,1.75,1.83,1.1,0.4,0.33,0.37,1.43,4.62,1,0,0,0,0,0,0,3,11,0
